year,origin_location_code,asylum_location_code,age_range,population
2010,AFG,ISL,0-4,0
2010,AFG,ISL,12-17,0
2010,AFG,ISL,18-59,0
2010,AFG,ISL,5-11,0
2010,AFG,ISL,60+,0
2010,AFG,ISL,all,6
2010,AFG,ITA,0-4,0
2010,AFG,ITA,12-17,0
2010,AFG,ITA,18-59,0
2010,AFG,ITA,5-11,0
2010,AFG,ITA,60+,0
2010,AFG,ITA,all,4273
2010,AFG,JOR,0-4,0
2010,AFG,JOR,12-17,17
2010,AFG,JOR,18-59,23
2010,AFG,JOR,5-11,11
2010,AFG,JOR,60+,0
2010,AFG,JOR,all,102
2010,AFG,JPN,0-4,0
2010,AFG,JPN,12-17,0
2010,AFG,JPN,18-59,0
2010,AFG,JPN,5-11,0
2010,AFG,JPN,60+,0
2010,AFG,JPN,all,108
2010,AFG,KAZ,0-4,0
2010,AFG,KAZ,12-17,0
2010,AFG,KAZ,18-59,0
2010,AFG,KAZ,5-11,0
2010,AFG,KAZ,60+,0
2010,AFG,KAZ,all,615
2010,AFG,KGZ,0-4,55
2010,AFG,KGZ,12-17,81
2010,AFG,KGZ,18-59,392
2010,AFG,KGZ,5-11,106
2010,AFG,KGZ,60+,13
2010,AFG,KGZ,all,1294
2010,AFG,KOR,0-4,0
2010,AFG,KOR,12-17,0
2010,AFG,KOR,18-59,23
2010,AFG,KOR,5-11,0
2010,AFG,KOR,60+,0
2010,AFG,KOR,all,46
2010,AFG,KWT,0-4,5
2010,AFG,KWT,12-17,16
2010,AFG,KWT,18-59,13
2010,AFG,KWT,5-11,0
2010,AFG,KWT,60+,61
2010,AFG,KWT,all,1889
2010,AFG,LBN,0-4,0
2010,AFG,LBN,12-17,0
2010,AFG,LBN,18-59,15
2010,AFG,LBN,5-11,0
2010,AFG,LBN,60+,0
2010,AFG,LBN,all,30
2010,AFG,LTU,0-4,0
2010,AFG,LTU,12-17,0
2010,AFG,LTU,18-59,0
2010,AFG,LTU,5-11,7
2010,AFG,LTU,60+,0
2010,AFG,LTU,all,115
2010,AFG,LUX,0-4,0
2010,AFG,LUX,12-17,0
2010,AFG,LUX,18-59,0
2010,AFG,LUX,5-11,0
2010,AFG,LUX,60+,0
2010,AFG,LUX,all,16
2010,AFG,LVA,0-4,7
2010,AFG,LVA,12-17,16
2010,AFG,LVA,18-59,13
2010,AFG,LVA,5-11,5
2010,AFG,LVA,60+,0
2010,AFG,LVA,all,82
2010,AFG,MAR,0-4,0
2010,AFG,MAR,12-17,0
2010,AFG,MAR,18-59,8
2010,AFG,MAR,5-11,0
2010,AFG,MAR,60+,0
2010,AFG,MAR,all,16
2010,AFG,MDA,0-4,0
2010,AFG,MDA,12-17,0
2010,AFG,MDA,18-59,21
2010,AFG,MDA,5-11,0
2010,AFG,MDA,60+,0
2010,AFG,MDA,all,42
2010,AFG,MKD,0-4,8
2010,AFG,MKD,12-17,6
2010,AFG,MKD,18-59,15
2010,AFG,MKD,5-11,0
2010,AFG,MKD,60+,0
2010,AFG,MKD,all,58
2010,AFG,MLT,0-4,0
2010,AFG,MLT,12-17,0
2010,AFG,MLT,18-59,0
2010,AFG,MLT,5-11,0
2010,AFG,MLT,60+,0
2010,AFG,MLT,all,8
2010,AFG,MYS,0-4,43
2010,AFG,MYS,12-17,67
2010,AFG,MYS,18-59,310
2010,AFG,MYS,5-11,81
2010,AFG,MYS,60+,5
2010,AFG,MYS,all,1012
2010,AFG,NLD,0-4,0
2010,AFG,NLD,12-17,0
2010,AFG,NLD,18-59,0
2010,AFG,NLD,5-11,0
2010,AFG,NLD,60+,0
2010,AFG,NLD,all,9751
2010,AFG,NOR,0-4,0
2010,AFG,NOR,12-17,0
2010,AFG,NOR,18-59,0
2010,AFG,NOR,5-11,0
2010,AFG,NOR,60+,0
2010,AFG,NOR,all,7645
2010,AFG,NZL,0-4,0
2010,AFG,NZL,12-17,0
2010,AFG,NZL,18-59,0
2010,AFG,NZL,5-11,0
2010,AFG,NZL,60+,0
2010,AFG,NZL,all,184
2010,AFG,PAK,0-4,249048
2010,AFG,PAK,12-17,296771
2010,AFG,PAK,18-59,845929
2010,AFG,PAK,5-11,442520
2010,AFG,PAK,60+,67520
2010,AFG,PAK,all,3803576
2010,AFG,PAN,0-4,0
2010,AFG,PAN,12-17,0
2010,AFG,PAN,18-59,5
2010,AFG,PAN,5-11,0
2010,AFG,PAN,60+,0
2010,AFG,PAN,all,10
2010,AFG,POL,0-4,0
2010,AFG,POL,12-17,0
2010,AFG,POL,18-59,0
2010,AFG,POL,5-11,0
2010,AFG,POL,60+,0
2010,AFG,POL,all,91
2010,AFG,PRT,0-4,0
2010,AFG,PRT,12-17,0
2010,AFG,PRT,18-59,0
2010,AFG,PRT,5-11,0
2010,AFG,PRT,60+,0
2010,AFG,PRT,all,6
2010,AFG,ROU,0-4,0
2010,AFG,ROU,12-17,0
2010,AFG,ROU,18-59,0
2010,AFG,ROU,5-11,0
2010,AFG,ROU,60+,0
2010,AFG,ROU,all,103
2010,AFG,RUS,0-4,0
2010,AFG,RUS,12-17,0
2010,AFG,RUS,18-59,0
2010,AFG,RUS,5-11,0
2010,AFG,RUS,60+,0
2010,AFG,RUS,all,2550
2010,AFG,SRB,0-4,20
2010,AFG,SRB,12-17,19
2010,AFG,SRB,18-59,45
2010,AFG,SRB,5-11,16
2010,AFG,SRB,60+,0
2010,AFG,SRB,all,200
2010,AFG,SVK,0-4,0
2010,AFG,SVK,12-17,0
2010,AFG,SVK,18-59,52
2010,AFG,SVK,5-11,5
2010,AFG,SVK,60+,0
2010,AFG,SVK,all,192
2010,AFG,SVN,0-4,0
2010,AFG,SVN,12-17,0
2010,AFG,SVN,18-59,0
2010,AFG,SVN,5-11,0
2010,AFG,SVN,60+,0
2010,AFG,SVN,all,15
2010,AFG,SWE,0-4,0
2010,AFG,SWE,12-17,0
2010,AFG,SWE,18-59,0
2010,AFG,SWE,5-11,0
2010,AFG,SWE,60+,0
2010,AFG,SWE,all,5858
2010,AFG,SYR,0-4,225
2010,AFG,SYR,12-17,425
2010,AFG,SYR,18-59,1069
2010,AFG,SYR,5-11,348
2010,AFG,SYR,60+,39
2010,AFG,SYR,all,4304
2010,AFG,TJK,0-4,0
2010,AFG,TJK,12-17,26
2010,AFG,TJK,18-59,42
2010,AFG,TJK,5-11,21
2010,AFG,TJK,60+,0
2010,AFG,TJK,all,4822
2010,AFG,TKM,0-4,0
2010,AFG,TKM,12-17,6
2010,AFG,TKM,18-59,24
2010,AFG,TKM,5-11,0
2010,AFG,TKM,60+,0
2010,AFG,TKM,all,60
2010,AFG,TUR,0-4,217
2010,AFG,TUR,12-17,628
2010,AFG,TUR,18-59,2032
2010,AFG,TUR,5-11,542
2010,AFG,TUR,60+,28
2010,AFG,TUR,all,6894
2010,AFG,UKR,0-4,11
2010,AFG,UKR,12-17,98
2010,AFG,UKR,18-59,630
2010,AFG,UKR,5-11,22
2010,AFG,UKR,60+,11
2010,AFG,UKR,all,4612
2010,AFG,USA,0-4,0
2010,AFG,USA,12-17,0
2010,AFG,USA,18-59,0
2010,AFG,USA,5-11,0
2010,AFG,USA,60+,0
2010,AFG,USA,all,1410
2010,AFG,UZB,0-4,20
2010,AFG,UZB,12-17,52
2010,AFG,UZB,18-59,196
2010,AFG,UZB,5-11,25
2010,AFG,UZB,60+,11
2010,AFG,UZB,all,608
2010,AFG,VEN,0-4,0
2010,AFG,VEN,12-17,0
2010,AFG,VEN,18-59,5
2010,AFG,VEN,5-11,0
2010,AFG,VEN,60+,0
2010,AFG,VEN,all,10
2010,AFG,ZAF,0-4,0
2010,AFG,ZAF,12-17,0
2010,AFG,ZAF,18-59,0
2010,AFG,ZAF,5-11,0
2010,AFG,ZAF,60+,0
2010,AFG,ZAF,all,18
2010,IRN,AFG,0-4,0
2010,IRN,AFG,12-17,5
2010,IRN,AFG,18-59,36
2010,IRN,AFG,5-11,5
2010,IRN,AFG,60+,0
2010,IRN,AFG,all,97
2010,IRQ,AFG,0-4,6
2010,IRQ,AFG,12-17,0
2010,IRQ,AFG,18-59,0
2010,IRQ,AFG,5-11,0
2010,IRQ,AFG,60+,0
2010,IRQ,AFG,all,12
2010,PAK,AFG,0-4,0
2010,PAK,AFG,12-17,0
2010,PAK,AFG,18-59,16
2010,PAK,AFG,5-11,0
2010,PAK,AFG,60+,0
2010,PAK,AFG,all,6423
2011,AFG,AFG,0-4,76915
2011,AFG,AFG,12-17,162999
2011,AFG,AFG,18-59,399086
2011,AFG,AFG,5-11,284521
2011,AFG,AFG,60+,27646
2011,AFG,AFG,all,1902334
2011,AFG,ARE,0-4,0
2011,AFG,ARE,12-17,0
2011,AFG,ARE,18-59,0
2011,AFG,ARE,5-11,6
2011,AFG,ARE,60+,0
2011,AFG,ARE,all,12
2011,AFG,AUS,0-4,0
2011,AFG,AUS,12-17,0
2011,AFG,AUS,18-59,0
2011,AFG,AUS,5-11,0
2011,AFG,AUS,60+,0
2011,AFG,AUS,all,4950
2011,AFG,AUT,0-4,0
2011,AFG,AUT,12-17,0
2011,AFG,AUT,18-59,0
2011,AFG,AUT,5-11,0
2011,AFG,AUT,60+,0
2011,AFG,AUT,all,13212
2011,AFG,AZE,0-4,61
2011,AFG,AZE,12-17,70
2011,AFG,AZE,18-59,469
2011,AFG,AZE,5-11,94
2011,AFG,AZE,60+,19
2011,AFG,AZE,all,1440
2011,AFG,BEL,0-4,0
2011,AFG,BEL,12-17,0
2011,AFG,BEL,18-59,0
2011,AFG,BEL,5-11,0
2011,AFG,BEL,60+,0
2011,AFG,BEL,all,3335
2011,AFG,BGR,0-4,0
2011,AFG,BGR,12-17,25
2011,AFG,BGR,18-59,59
2011,AFG,BGR,5-11,8
2011,AFG,BGR,60+,0
2011,AFG,BGR,all,2506
2011,AFG,BLR,0-4,25
2011,AFG,BLR,12-17,76
2011,AFG,BLR,18-59,283
2011,AFG,BLR,5-11,62
2011,AFG,BLR,60+,14
2011,AFG,BLR,all,920
2011,AFG,BRA,0-4,0
2011,AFG,BRA,12-17,8
2011,AFG,BRA,18-59,16
2011,AFG,BRA,5-11,0
2011,AFG,BRA,60+,0
2011,AFG,BRA,all,48
2011,AFG,CAN,0-4,171
2011,AFG,CAN,12-17,381
2011,AFG,CAN,18-59,1406
2011,AFG,CAN,5-11,325
2011,AFG,CAN,60+,94
2011,AFG,CAN,all,5486
2011,AFG,CHE,0-4,226
2011,AFG,CHE,12-17,337
2011,AFG,CHE,18-59,1839
2011,AFG,CHE,5-11,324
2011,AFG,CHE,60+,59
2011,AFG,CHE,all,6992
2011,AFG,CHL,0-4,0
2011,AFG,CHL,12-17,0
2011,AFG,CHL,18-59,0
2011,AFG,CHL,5-11,0
2011,AFG,CHL,60+,0
2011,AFG,CHL,all,12
2011,AFG,CHN,0-4,0
2011,AFG,CHN,12-17,0
2011,AFG,CHN,18-59,7
2011,AFG,CHN,5-11,0
2011,AFG,CHN,60+,0
2011,AFG,CHN,all,14
2011,AFG,CIV,0-4,5
2011,AFG,CIV,12-17,0
2011,AFG,CIV,18-59,13
2011,AFG,CIV,5-11,0
2011,AFG,CIV,60+,0
2011,AFG,CIV,all,36
2011,AFG,COL,0-4,0
2011,AFG,COL,12-17,7
2011,AFG,COL,18-59,0
2011,AFG,COL,5-11,0
2011,AFG,COL,60+,0
2011,AFG,COL,all,14
2011,AFG,CYP,0-4,0
2011,AFG,CYP,12-17,0
2011,AFG,CYP,18-59,0
2011,AFG,CYP,5-11,0
2011,AFG,CYP,60+,0
2011,AFG,CYP,all,122
2011,AFG,CZE,0-4,0
2011,AFG,CZE,12-17,0
2011,AFG,CZE,18-59,0
2011,AFG,CZE,5-11,0
2011,AFG,CZE,60+,0
2011,AFG,CZE,all,224
2011,AFG,DEU,0-4,1479
2011,AFG,DEU,12-17,5799
2011,AFG,DEU,18-59,26324
2011,AFG,DEU,5-11,3586
2011,AFG,DEU,60+,4324
2011,AFG,DEU,all,84382
2011,AFG,DNK,0-4,0
2011,AFG,DNK,12-17,0
2011,AFG,DNK,18-59,0
2011,AFG,DNK,5-11,0
2011,AFG,DNK,60+,0
2011,AFG,DNK,all,3268
2011,AFG,DZA,0-4,0
2011,AFG,DZA,12-17,0
2011,AFG,DZA,18-59,0
2011,AFG,DZA,5-11,5
2011,AFG,DZA,60+,0
2011,AFG,DZA,all,10
2011,AFG,ECU,0-4,0
2011,AFG,ECU,12-17,16
2011,AFG,ECU,18-59,85
2011,AFG,ECU,5-11,7
2011,AFG,ECU,60+,11
2011,AFG,ECU,all,238
2011,AFG,EGY,0-4,0
2011,AFG,EGY,12-17,0
2011,AFG,EGY,18-59,5
2011,AFG,EGY,5-11,0
2011,AFG,EGY,60+,0
2011,AFG,EGY,all,10
2011,AFG,ESP,0-4,0
2011,AFG,ESP,12-17,0
2011,AFG,ESP,18-59,0
2011,AFG,ESP,5-11,0
2011,AFG,ESP,60+,0
2011,AFG,ESP,all,62
2011,AFG,EST,0-4,0
2011,AFG,EST,12-17,0
2011,AFG,EST,18-59,13
2011,AFG,EST,5-11,0
2011,AFG,EST,60+,0
2011,AFG,EST,all,26
2011,AFG,FIN,0-4,0
2011,AFG,FIN,12-17,0
2011,AFG,FIN,18-59,0
2011,AFG,FIN,5-11,0
2011,AFG,FIN,60+,0
2011,AFG,FIN,all,1228
2011,AFG,FJI,0-4,0
2011,AFG,FJI,12-17,0
2011,AFG,FJI,18-59,5
2011,AFG,FJI,5-11,0
2011,AFG,FJI,60+,0
2011,AFG,FJI,all,10
2011,AFG,FRA,0-4,0
2011,AFG,FRA,12-17,0
2011,AFG,FRA,18-59,0
2011,AFG,FRA,5-11,0
2011,AFG,FRA,60+,0
2011,AFG,FRA,all,4240
2011,AFG,GBR,0-4,0
2011,AFG,GBR,12-17,0
2011,AFG,GBR,18-59,0
2011,AFG,GBR,5-11,0
2011,AFG,GBR,60+,0
2011,AFG,GBR,all,15826
2011,AFG,GRC,0-4,0
2011,AFG,GRC,12-17,0
2011,AFG,GRC,18-59,0
2011,AFG,GRC,5-11,0
2011,AFG,GRC,60+,0
2011,AFG,GRC,all,208
2011,AFG,HKG,0-4,0
2011,AFG,HKG,12-17,0
2011,AFG,HKG,18-59,12
2011,AFG,HKG,5-11,0
2011,AFG,HKG,60+,0
2011,AFG,HKG,all,24
2011,AFG,HRV,0-4,5
2011,AFG,HRV,12-17,5
2011,AFG,HRV,18-59,16
2011,AFG,HRV,5-11,0
2011,AFG,HRV,60+,0
2011,AFG,HRV,all,175
2011,AFG,HUN,0-4,0
2011,AFG,HUN,12-17,0
2011,AFG,HUN,18-59,0
2011,AFG,HUN,5-11,0
2011,AFG,HUN,60+,0
2011,AFG,HUN,all,1697
2011,AFG,IDN,0-4,42
2011,AFG,IDN,12-17,522
2011,AFG,IDN,18-59,1449
2011,AFG,IDN,5-11,89
2011,AFG,IDN,60+,23
2011,AFG,IDN,all,4250
2011,AFG,IND,0-4,556
2011,AFG,IND,12-17,1269
2011,AFG,IND,18-59,6147
2011,AFG,IND,5-11,1144
2011,AFG,IND,60+,664
2011,AFG,IND,all,19560
2011,AFG,IRL,0-4,0
2011,AFG,IRL,12-17,0
2011,AFG,IRL,18-59,0
2011,AFG,IRL,5-11,0
2011,AFG,IRL,60+,0
2011,AFG,IRL,all,379
2011,AFG,IRN,0-4,12
2011,AFG,IRN,12-17,122
2011,AFG,IRN,18-59,239
2011,AFG,IRN,5-11,38
2011,AFG,IRN,60+,10
2011,AFG,IRN,all,841293
2011,AFG,ISL,0-4,0
2011,AFG,ISL,12-17,0
2011,AFG,ISL,18-59,11
2011,AFG,ISL,5-11,0
2011,AFG,ISL,60+,0
2011,AFG,ISL,all,22
2011,AFG,ITA,0-4,0
2011,AFG,ITA,12-17,0
2011,AFG,ITA,18-59,0
2011,AFG,ITA,5-11,0
2011,AFG,ITA,60+,0
2011,AFG,ITA,all,4291
2011,AFG,JOR,0-4,0
2011,AFG,JOR,12-17,0
2011,AFG,JOR,18-59,10
2011,AFG,JOR,5-11,17
2011,AFG,JOR,60+,0
2011,AFG,JOR,all,54
2011,AFG,JPN,0-4,0
2011,AFG,JPN,12-17,0
2011,AFG,JPN,18-59,0
2011,AFG,JPN,5-11,0
2011,AFG,JPN,60+,0
2011,AFG,JPN,all,85
2011,AFG,KAZ,0-4,59
2011,AFG,KAZ,12-17,64
2011,AFG,KAZ,18-59,362
2011,AFG,KAZ,5-11,96
2011,AFG,KAZ,60+,6
2011,AFG,KAZ,all,1179
2011,AFG,KGZ,0-4,44
2011,AFG,KGZ,12-17,75
2011,AFG,KGZ,18-59,328
2011,AFG,KGZ,5-11,91
2011,AFG,KGZ,60+,10
2011,AFG,KGZ,all,1096
2011,AFG,KOR,0-4,0
2011,AFG,KOR,12-17,0
2011,AFG,KOR,18-59,74
2011,AFG,KOR,5-11,0
2011,AFG,KOR,60+,0
2011,AFG,KOR,all,148
2011,AFG,LBN,0-4,0
2011,AFG,LBN,12-17,0
2011,AFG,LBN,18-59,12
2011,AFG,LBN,5-11,7
2011,AFG,LBN,60+,0
2011,AFG,LBN,all,38
2011,AFG,LKA,0-4,0
2011,AFG,LKA,12-17,6
2011,AFG,LKA,18-59,0
2011,AFG,LKA,5-11,0
2011,AFG,LKA,60+,0
2011,AFG,LKA,all,12
2011,AFG,LTU,0-4,5
2011,AFG,LTU,12-17,10
2011,AFG,LTU,18-59,20
2011,AFG,LTU,5-11,0
2011,AFG,LTU,60+,0
2011,AFG,LTU,all,168
2011,AFG,LVA,0-4,7
2011,AFG,LVA,12-17,0
2011,AFG,LVA,18-59,7
2011,AFG,LVA,5-11,5
2011,AFG,LVA,60+,0
2011,AFG,LVA,all,59
2011,AFG,MAR,0-4,0
2011,AFG,MAR,12-17,0
2011,AFG,MAR,18-59,8
2011,AFG,MAR,5-11,0
2011,AFG,MAR,60+,0
2011,AFG,MAR,all,16
2011,AFG,MDA,0-4,0
2011,AFG,MDA,12-17,0
2011,AFG,MDA,18-59,21
2011,AFG,MDA,5-11,0
2011,AFG,MDA,60+,0
2011,AFG,MDA,all,42
2011,AFG,MEX,0-4,0
2011,AFG,MEX,12-17,0
2011,AFG,MEX,18-59,0
2011,AFG,MEX,5-11,0
2011,AFG,MEX,60+,0
2011,AFG,MEX,all,5
2011,AFG,MKD,0-4,21
2011,AFG,MKD,12-17,33
2011,AFG,MKD,18-59,119
2011,AFG,MKD,5-11,34
2011,AFG,MKD,60+,0
2011,AFG,MKD,all,414
2011,AFG,MYS,0-4,33
2011,AFG,MYS,12-17,58
2011,AFG,MYS,18-59,274
2011,AFG,MYS,5-11,66
2011,AFG,MYS,60+,5
2011,AFG,MYS,all,872
2011,AFG,NLD,0-4,0
2011,AFG,NLD,12-17,0
2011,AFG,NLD,18-59,0
2011,AFG,NLD,5-11,0
2011,AFG,NLD,60+,0
2011,AFG,NLD,all,7170
2011,AFG,NOR,0-4,0
2011,AFG,NOR,12-17,0
2011,AFG,NOR,18-59,0
2011,AFG,NOR,5-11,0
2011,AFG,NOR,60+,0
2011,AFG,NOR,all,7411
2011,AFG,NZL,0-4,0
2011,AFG,NZL,12-17,0
2011,AFG,NZL,18-59,0
2011,AFG,NZL,5-11,0
2011,AFG,NZL,60+,0
2011,AFG,NZL,all,59
2011,AFG,PAK,0-4,274969
2011,AFG,PAK,12-17,276238
2011,AFG,PAK,18-59,707457
2011,AFG,PAK,5-11,382102
2011,AFG,PAK,60+,62722
2011,AFG,PAK,all,3406976
2011,AFG,PAN,0-4,0
2011,AFG,PAN,12-17,0
2011,AFG,PAN,18-59,5
2011,AFG,PAN,5-11,0
2011,AFG,PAN,60+,0
2011,AFG,PAN,all,10
2011,AFG,POL,0-4,0
2011,AFG,POL,12-17,0
2011,AFG,POL,18-59,0
2011,AFG,POL,5-11,0
2011,AFG,POL,60+,0
2011,AFG,POL,all,102
2011,AFG,PRT,0-4,0
2011,AFG,PRT,12-17,0
2011,AFG,PRT,18-59,0
2011,AFG,PRT,5-11,0
2011,AFG,PRT,60+,0
2011,AFG,PRT,all,10
2011,AFG,ROU,0-4,0
2011,AFG,ROU,12-17,0
2011,AFG,ROU,18-59,7
2011,AFG,ROU,5-11,0
2011,AFG,ROU,60+,0
2011,AFG,ROU,all,155
2011,AFG,RUS,0-4,0
2011,AFG,RUS,12-17,0
2011,AFG,RUS,18-59,0
2011,AFG,RUS,5-11,0
2011,AFG,RUS,60+,0
2011,AFG,RUS,all,2084
2011,AFG,SAU,0-4,0
2011,AFG,SAU,12-17,0
2011,AFG,SAU,18-59,0
2011,AFG,SAU,5-11,7
2011,AFG,SAU,60+,0
2011,AFG,SAU,all,14
2011,AFG,SRB,0-4,0
2011,AFG,SRB,12-17,16
2011,AFG,SRB,18-59,142
2011,AFG,SRB,5-11,16
2011,AFG,SRB,60+,0
2011,AFG,SRB,all,348
2011,AFG,SVK,0-4,11
2011,AFG,SVK,12-17,6
2011,AFG,SVK,18-59,74
2011,AFG,SVK,5-11,5
2011,AFG,SVK,60+,0
2011,AFG,SVK,all,277
2011,AFG,SVN,0-4,0
2011,AFG,SVN,12-17,7
2011,AFG,SVN,18-59,16
2011,AFG,SVN,5-11,0
2011,AFG,SVN,60+,0
2011,AFG,SVN,all,64
2011,AFG,SWE,0-4,0
2011,AFG,SWE,12-17,0
2011,AFG,SWE,18-59,0
2011,AFG,SWE,5-11,0
2011,AFG,SWE,60+,0
2011,AFG,SWE,all,8824
2011,AFG,SYR,0-4,178
2011,AFG,SYR,12-17,364
2011,AFG,SYR,18-59,1008
2011,AFG,SYR,5-11,335
2011,AFG,SYR,60+,74
2011,AFG,SYR,all,3918
2011,AFG,TJK,0-4,15
2011,AFG,TJK,12-17,32
2011,AFG,TJK,18-59,66
2011,AFG,TJK,5-11,32
2011,AFG,TJK,60+,5
2011,AFG,TJK,all,5431
2011,AFG,TKM,0-4,0
2011,AFG,TKM,12-17,6
2011,AFG,TKM,18-59,25
2011,AFG,TKM,5-11,0
2011,AFG,TKM,60+,0
2011,AFG,TKM,all,62
2011,AFG,TUR,0-4,391
2011,AFG,TUR,12-17,1064
2011,AFG,TUR,18-59,2652
2011,AFG,TUR,5-11,917
2011,AFG,TUR,60+,53
2011,AFG,TUR,all,10154
2011,AFG,UKR,0-4,31
2011,AFG,UKR,12-17,94
2011,AFG,UKR,18-59,655
2011,AFG,UKR,5-11,45
2011,AFG,UKR,60+,11
2011,AFG,UKR,all,3787
2011,AFG,USA,0-4,0
2011,AFG,USA,12-17,0
2011,AFG,USA,18-59,0
2011,AFG,USA,5-11,0
2011,AFG,USA,60+,0
2011,AFG,USA,all,1210
2011,AFG,UZB,0-4,15
2011,AFG,UZB,12-17,35
2011,AFG,UZB,18-59,134
2011,AFG,UZB,5-11,17
2011,AFG,UZB,60+,10
2011,AFG,UZB,all,422
2011,AFG,VEN,0-4,0
2011,AFG,VEN,12-17,0
2011,AFG,VEN,18-59,5
2011,AFG,VEN,5-11,0
2011,AFG,VEN,60+,0
2011,AFG,VEN,all,10
2011,AFG,ZAF,0-4,0
2011,AFG,ZAF,12-17,0
2011,AFG,ZAF,18-59,0
2011,AFG,ZAF,5-11,0
2011,AFG,ZAF,60+,0
2011,AFG,ZAF,all,18
2011,IRN,AFG,0-4,0
2011,IRN,AFG,12-17,18
2011,IRN,AFG,18-59,29
2011,IRN,AFG,5-11,12
2011,IRN,AFG,60+,0
2011,IRN,AFG,all,118
2011,IRQ,AFG,0-4,0
2011,IRQ,AFG,12-17,0
2011,IRQ,AFG,18-59,5
2011,IRQ,AFG,5-11,0
2011,IRQ,AFG,60+,0
2011,IRQ,AFG,all,10
2011,PAK,AFG,0-4,0
2011,PAK,AFG,12-17,15
2011,PAK,AFG,18-59,20
2011,PAK,AFG,5-11,21
2011,PAK,AFG,60+,0
2011,PAK,AFG,all,3055
2012,AFG,AFG,0-4,88916
2012,AFG,AFG,12-17,147212
2012,AFG,AFG,18-59,366019
2012,AFG,AFG,5-11,252987
2012,AFG,AFG,60+,24242
2012,AFG,AFG,all,1758752
2012,AFG,ARE,0-4,0
2012,AFG,ARE,12-17,0
2012,AFG,ARE,18-59,6
2012,AFG,ARE,5-11,0
2012,AFG,ARE,60+,0
2012,AFG,ARE,all,12
2012,AFG,AUS,0-4,0
2012,AFG,AUS,12-17,0
2012,AFG,AUS,18-59,0
2012,AFG,AUS,5-11,0
2012,AFG,AUS,60+,0
2012,AFG,AUS,all,8266
2012,AFG,AUT,0-4,0
2012,AFG,AUT,12-17,0
2012,AFG,AUT,18-59,0
2012,AFG,AUT,5-11,0
2012,AFG,AUT,60+,0
2012,AFG,AUT,all,16361
2012,AFG,AZE,0-4,52
2012,AFG,AZE,12-17,66
2012,AFG,AZE,18-59,397
2012,AFG,AZE,5-11,62
2012,AFG,AZE,60+,21
2012,AFG,AZE,all,1256
2012,AFG,BEL,0-4,0
2012,AFG,BEL,12-17,0
2012,AFG,BEL,18-59,0
2012,AFG,BEL,5-11,0
2012,AFG,BEL,60+,0
2012,AFG,BEL,all,4445
2012,AFG,BGR,0-4,0
2012,AFG,BGR,12-17,0
2012,AFG,BGR,18-59,0
2012,AFG,BGR,5-11,0
2012,AFG,BGR,60+,0
2012,AFG,BGR,all,368
2012,AFG,BLR,0-4,32
2012,AFG,BLR,12-17,63
2012,AFG,BLR,18-59,270
2012,AFG,BLR,5-11,70
2012,AFG,BLR,60+,14
2012,AFG,BLR,all,898
2012,AFG,BRA,0-4,0
2012,AFG,BRA,12-17,9
2012,AFG,BRA,18-59,19
2012,AFG,BRA,5-11,0
2012,AFG,BRA,60+,0
2012,AFG,BRA,all,56
2012,AFG,CAN,0-4,63
2012,AFG,CAN,12-17,75
2012,AFG,CAN,18-59,456
2012,AFG,CAN,5-11,88
2012,AFG,CAN,60+,31
2012,AFG,CAN,all,3733
2012,AFG,CHE,0-4,311
2012,AFG,CHE,12-17,395
2012,AFG,CHE,18-59,2388
2012,AFG,CHE,5-11,468
2012,AFG,CHE,60+,66
2012,AFG,CHE,all,8654
2012,AFG,CHL,0-4,0
2012,AFG,CHL,12-17,0
2012,AFG,CHL,18-59,0
2012,AFG,CHL,5-11,0
2012,AFG,CHL,60+,0
2012,AFG,CHL,all,12
2012,AFG,CHN,0-4,0
2012,AFG,CHN,12-17,0
2012,AFG,CHN,18-59,7
2012,AFG,CHN,5-11,0
2012,AFG,CHN,60+,0
2012,AFG,CHN,all,14
2012,AFG,CIV,0-4,0
2012,AFG,CIV,12-17,0
2012,AFG,CIV,18-59,13
2012,AFG,CIV,5-11,0
2012,AFG,CIV,60+,0
2012,AFG,CIV,all,26
2012,AFG,CYP,0-4,0
2012,AFG,CYP,12-17,0
2012,AFG,CYP,18-59,0
2012,AFG,CYP,5-11,0
2012,AFG,CYP,60+,0
2012,AFG,CYP,all,57
2012,AFG,CZE,0-4,0
2012,AFG,CZE,12-17,0
2012,AFG,CZE,18-59,0
2012,AFG,CZE,5-11,0
2012,AFG,CZE,60+,0
2012,AFG,CZE,all,496
2012,AFG,DEU,0-4,1942
2012,AFG,DEU,12-17,6009
2012,AFG,DEU,18-59,29546
2012,AFG,DEU,5-11,3964
2012,AFG,DEU,60+,4642
2012,AFG,DEU,all,92206
2012,AFG,DNK,0-4,0
2012,AFG,DNK,12-17,0
2012,AFG,DNK,18-59,0
2012,AFG,DNK,5-11,0
2012,AFG,DNK,60+,0
2012,AFG,DNK,all,2876
2012,AFG,ECU,0-4,0
2012,AFG,ECU,12-17,12
2012,AFG,ECU,18-59,87
2012,AFG,ECU,5-11,8
2012,AFG,ECU,60+,11
2012,AFG,ECU,all,236
2012,AFG,EGY,0-4,0
2012,AFG,EGY,12-17,0
2012,AFG,EGY,18-59,0
2012,AFG,EGY,5-11,9
2012,AFG,EGY,60+,0
2012,AFG,EGY,all,18
